icao24,firstseen,takeofftime,lastseen,landingtime,callsign,estdepartureairport,airportofdeparture,estarrivalairport,airportofdestination,model, typecode, registration
abbd2d,1661999991.0,,1662007580,,SWA2361 ,KFLL,,TJSJ,,737-800,B738,N8556Z
abf6ae,1662054701.0,,1662065181,,DAL1855 ,KJFK,,,,737-900ER,B739,N870DN
abf6ae,1662034354.0,,1662046169,,DAL876  ,KDEN,,KJFK,,737-900ER,B739,N870DN
abf6ae,1661997544.0,,1662010529,,DAL1492 ,KJFK,,KDEN,,737-900ER,B739,N870DN
ad036e,1662068044.0,,1662070838,,AAL1726 ,KLFI,,2NC1,,737-823,B738,N938AN
ad036e,1662060317.0,,1662062809,,AAL1726 ,KCLT,,KCPK,,737-823,B738,N938AN
ad036e,1662047294.0,,1662054355,,AAL1070 ,KAUS,,,,737-823,B738,N938AN
ad036e,1661990404.0,,1661996897,,AAL2419 ,,,KAUS,,737-823,B738,N938AN
ad246f,1662068550.0,,1662069763,,N946LC  ,3NR3,,KTYS,,390,,N946LC
ad246f,1662063158.0,,1662065936,,N946LC  ,KCMH,,KAVL,,390,,N946LC
ad246f,1662055899.0,,1662058886,,N946LC  ,KTYS,,KCMH,,390,,N946LC
ad395a,1662066012.0,,1662068032,,L951LB  ,KEMT,,KEMT,,AS332L1,AS32,N951LB
ad395a,1662000841.0,,1662001788,,L951LB  ,KBUR,,KLGB,,AS332L1,AS32,N951LB
ad2dff,1662057905.0,,1662063608,,N9485Z  ,KGEU,,KGEU,,172R,,N9485Z
ad2dff,1662046684.0,,1662052036,,N9485Z  ,KGEU,,KGEU,,172R,,N9485Z
ad686f,1662059119.0,,1662061370,,N963MS  ,KPOC,,KPOC,,152,,N963MS
ad686f,1662051830.0,,1662054849,,N963MS  ,KPOC,,KPOC,,152,,N963MS
ad694c,1662064459.0,,1662068394,,SWA452  ,KSJC,,KLAS,,737-7H4,B737,N963WN
ad694c,1662055154.0,,1662060425,,SWA2497 ,KPHX,,KSJC,,737-7H4,B737,N963WN
ad694c,1662048693.0,,1662052194,,SWA2496 ,KBUR,,KPHX,,737-7H4,B737,N963WN
ad694c,1662040691.0,,1662043559,,SWA2496 ,KSJC,,KBUR,,737-7H4,B737,N963WN
ad694c,1661990404.0,,1661992318,,SWA1504 ,,,KSJC,,737-7H4,B737,N963WN
ad763f,1662029207.0,,1662036351,,SIL3934 ,KABQ,,KAFW,,ATR 72-212A,,N967AZ
ad763f,1662009233.0,,1662016610,,SIL3934 ,KAFW,,KABQ,,ATR 72-212A,,N967AZ
acb2ad,1662058472.0,,1662061603,,SWA402  ,KBUR,,KSMF,,737-7H4,B737,N917WN
acb2ad,1662051910.0,,1662054884,,SWA1262 ,KSFO,,KBUR,,737-7H4,B737,N917WN
acb2ad,1662044946.0,,1662047969,,SWA2771 ,KBUR,,KSFO,,737-7H4,B737,N917WN
acb2ad,1662003465.0,,1662006432,,SWA210  ,KOAK,,KBUR,,737-7H4,B737,N917WN
acb2ad,1661996292.0,,1662000057,,SWA9025 ,KSAN,,KOAK,,737-7H4,B737,N917WN
acb2ad,1661990405.0,,1661992767,,SWA9025 ,,,KSAN,,737-7H4,B737,N917WN
acb610,1662049883.0,,1662071792,,N918TD  ,KEUG,,KSCK,,R66,,N918TD
acae3b,1661993679.0,,1661999619,,N916PA  ,KLVK,,KLVK,,PA-28-181,,N916PA
accd3e,1662069257.0,,1662072775,,N924CF  ,CA35,,KSAC,,SR22T,,N924CF
ace6df,1662062344.0,,1662069491,,NKS784  ,MDPC,,KFLL,,A320-271N,,N930NK
ace6df,1662050670.0,,1662057749,,NKS783  ,KFLL,,,,A320-271N,,N930NK
ace6df,1662035027.0,,1662043459,,NKS419  ,,,KFLL,,A320-271N,,N930NK
ace6df,1662015991.0,,1662028877,,NKS1168 ,KLAS,,KBKL,,A320-271N,,N930NK
ace6df,1662005281.0,,1662008517,,NKS2515 ,KRNO,,KLAS,,A320-271N,,N930NK
ace6df,1661997878.0,,1662001394,,NKS2514 ,KLAS,,KRNO,,A320-271N,,N930NK
ace6df,1661990653.0,,1661991808,,NKS1589 ,,,KLAS,,A320-271N,,N930NK
ace965,1662071498.0,,1662074382,,ENY4025 ,KORD,,KSAW,,EMB-145LR,E145,N931AE
ace965,1662063750.0,,1662066119,,ENY3526 ,KFNT,,KORD,,EMB-145LR,E145,N931AE
ace965,1662058122.0,,1662060469,,ENY3526 ,KORD,,KFNT,,EMB-145LR,E145,N931AE
ace965,1662050328.0,,1662052858,,ENY3531 ,KALO,,KORD,,EMB-145LR,E145,N931AE
ace965,1662044855.0,,1662047202,,ENY3531 ,KORD,,KALO,,EMB-145LR,E145,N931AE
ace965,1662031549.0,,1662033306,,ENY3601 ,KAZO,,KORD,,EMB-145LR,E145,N931AE
ace965,1661998171.0,,1661999656,,ENY3735 ,KORD,,KAZO,,EMB-145LR,E145,N931AE
acf735,1662069156.0,,1662072036,,N9342T  ,KFFC,,KFFC,,172S,,N9342T
acf735,1662060345.0,,1662063681,,N9342T  ,KFFC,,KFFC,,172S,,N9342T
acf735,1662053723.0,,1662056123,,N9342T  ,64GA,,64GA,,172S,,N9342T
acf735,1662048068.0,,1662051597,,N9342T  ,KFFC,,KFFC,,172S,,N9342T
acf735,1662042393.0,,1662043017,,N9342T  ,80GA,,KFFC,,172S,,N9342T
acf735,1662039635.0,,1662040277,,N9342T  ,29GA,,80GA,,172S,,N9342T
acf735,1662033550.0,,1662035722,,N9342T  ,29GA,,KFFC,,172S,,N9342T
acf735,1661990482.0,,1661991824,,N9342T  ,GA61,,KFFC,,172S,,N9342T
ae01a1,1662054377.0,,1662062778,,COUGR07 ,KBLV,,KBLV,,C-21A,LJ35,86-0374
ae03e3,1662038862.0,,1662066072,,CNV3524 ,,,KNTD,,Lockheed C-130T Hercules,C130,164996
ae088a,1662050966.0,,1662057583,,SCARY07 ,KRND,,KRND,,T-6A Texan II,TEX2,99-3557
ae088a,1662037369.0,,1662041699,,GOAT05  ,KRND,,KRND,,T-6A Texan II,TEX2,99-3557
ae1c32,1662038404.0,,1662040244,,WEIRD19 ,KOZR,,KOZR,,UH-72A Lakota,EC45,07-72010
ae1baa,1661990404.0,,1661993042,,RANGR12 ,,,KNFW,,KC-130J Hercules,C30J,167925
ae1f95,1662038678.0,,1662040976,,BELLS25 ,KOZR,,5AL7,,UH-72A Lakota,EC45,10-72134
ae56d4,1662049901.0,,1662050948,,MOJO72  ,0LA9,,0LS7,,,,
adce1a,1662067057.0,,1662068028,,JANET09 ,,,KLAS,,B300C,,N989RR
adce1a,1662046676.0,,1662047628,,JANET09 ,KLAS,,,,B300C,,N989RR
adecb6,1662072284.0,,1662074113,,DAL1060 ,,,KATL,,Boeing 717-2BD,B712,N997AT
adecb6,1662061530.0,,1662062572,,DAL1060 ,KATL,,,,Boeing 717-2BD,B712,N997AT
adecb6,1662053163.0,,1662055715,,DAL1531 ,,,KATL,,Boeing 717-2BD,B712,N997AT
adecb6,1662045020.0,,1662047505,,DAL1531 ,KATL,,,,Boeing 717-2BD,B712,N997AT
adecb6,1662034170.0,,1662039757,,DAL1668 ,KDAL,,KATL,,Boeing 717-2BD,B712,N997AT
adecb6,1661997952.0,,1662003955,,DAL1706 ,KATL,,KDAL,,Boeing 717-2BD,B712,N997AT
adecb6,1661990403.0,,1661993036,,DAL2371 ,,,KATL,,Boeing 717-2BD,B712,N997AT
c00734,1662053220.0,,1662058133,,WJA165  ,CYEG,,CYVR,,737-8CT (Boeing),B738,C-FCSX
c00734,1662044721.0,,1662045636,,WJA4001 ,,,CFQ7,,737-8CT (Boeing),B738,C-FCSX
c00734,1662006514.0,,1662010708,,WJA178  ,CYVR,,CYEG,,737-8CT (Boeing),B738,C-FCSX
c00734,1661993027.0,,1661997989,,WJA721  ,,,CYVR,,737-8CT (Boeing),B738,C-FCSX
c00ba7,1662052117.0,,1662057055,,JZA693  ,KBOS,,CYYZ,,ERJ 170-200 SU (Embraer),E75S,C-FEKS
c00ba7,1662043341.0,,1662047219,,JZA692  ,CYYZ,,KBOS,,ERJ 170-200 SU (Embraer),E75S,C-FEKS
c00ba7,1662033922.0,,1662038960,,JZA689  ,KBOS,,CYYZ,,ERJ 170-200 SU (Embraer),E75S,C-FEKS
c00ba7,1661990404.0,,1661991268,,JZA700  ,,,KBOS,,ERJ 170-200 SU (Embraer),E75S,C-FEKS
c04738,1662043685.0,,1662055476,,CJT2386 ,CYYC,,CYHM,,429 (Bell),,C-GAZF
c04738,1661990405.0,,1661997839,,CJT2385 ,,,CYYC,,429 (Bell),,C-GAZF
c0509f,1662069671.0,,1662075853,,WEN3609 ,KBOS,,CYYZ,,DHC-8-402 (Dehavilland),DH8D,C-GENU
c0509f,1662059324.0,,1662064709,,WEN3606 ,CYYZ,,KBOS,,DHC-8-402 (Dehavilland),DH8D,C-GENU
c0509f,1661990569.0,,1661992760,,WEN3508 ,CYXU,,CYYZ,,DHC-8-402 (Dehavilland),DH8D,C-GENU
c06718,1662058534.0,,1662070735,,LSJ445  ,,,CNV9,,200 (Beech),BE20,C-GNBB
c05b94,1662071991.0,,1662074344,,CGIRR   ,CYKF,,CNJ4,,V35A (Beech),,C-GIRR
c0816e,1662025663.0,,1662028751,,CJT1347 ,CYHM,,CYMX,,767-323 (Boeing),,C-GXAJ
c0816e,1662012197.0,,1662018658,,CJT574  ,CYWG,,CYHM,,767-323 (Boeing),,C-GXAJ
c0816e,1662003928.0,,1662009209,,CJT574  ,CYEG,,CYWG,,767-323 (Boeing),,C-GXAJ
c085e0,1662046856.0,,1662061226,,WSW642  ,CYYZ,,MDBG,,737-8CT (Boeing),B738,C-GYSD
c80495,1662002887.0,,1662005862,,ZKEQH   ,NZOM,,NZOM,,Piper PA-38-112,PA38,ZK-EQH
c81463,1662072086.0,,1662073833,,CVA512  ,,,NZWN,,ATR 72 500,AT75,ZK-MCO
c81463,1662007881.0,,1662012081,,CVA591  ,NZAA,,,,ATR 72 500,AT75,ZK-MCO
c82156,1661997111.0,,1661998409,,ZKIXT   ,,,NZMT,,R66,R66,ZK-IXT
c820ce,1662020216.0,,1662067505,,ANZ28   ,NZAA,,TS07,,,B789,ZK-NZE
c820ce,1661999160.0,,1662008244,,ANZ104  ,YSSY,,NZAA,,,B789,ZK-NZE
c820ce,1661990405.0,,1661992066,,ANZ103  ,,,YSSY,,,B789,ZK-NZE
c82431,1662072090.0,,1662074342,,SDA654  ,NZCH,,NZWB,,PC-XII 45,PC12,ZK-PLV
c82431,1662067474.0,,1662069179,,SDA710  ,,,NZCH,,PC-XII 45,PC12,ZK-PLV
c82431,1662062370.0,,1662064567,,SDA711  ,NZCH,,,,PC-XII 45,PC12,ZK-PLV
c82431,1662058585.0,,1662061157,,SDA551  ,NZWB,,NZCH,,PC-XII 45,PC12,ZK-PLV
acbb63,1662058985.0,,1662059629,,N91966  ,KAEL,,KAEL,,172R,,N91966
acbb63,1662040452.0,,1662045742,,N91966  ,KAEL,,KAEL,,172R,,N91966
acd4c0,1662051570.0,,1662053444,,TG12    ,CO80,,46CO,,DA20-C1,,N926DA
acd4c0,1662049941.0,,1662050626,,TG12    ,KPUB,,CO80,,DA20-C1,,N926DA
acd4c0,1662041790.0,,1662042839,,TG12    ,,,KPUB,,DA20-C1,,N926DA
acd4c0,1662036055.0,,1662037153,,TG12    ,KPUB,,1CO5,,DA20-C1,,N926DA
acdf83,1662060196.0,,1662063326,,N9289P  ,1XA0,,KVCT,,PA-24-260,,N9289P
acf14f,1662022477.0,,1662029778,,FDX1548 ,,,,,757-21B,B752,N933FD
acf14f,1662003180.0,,1662008451,,FDX1287 ,KCOS,,,,757-21B,B752,N933FD
acf14f,1661997944.0,,1661999658,,FDX1287 ,,,KCOS,,757-21B,B752,N933FD
acfc00,1662063181.0,,1662069765,,AAL1481 ,MDSD,,KMIA,,737-823,B738,N936AN
acfc00,1662051596.0,,1662058163,,AAL1481 ,KMIA,,MDSD,,737-823,B738,N936AN
acfc00,1662042371.0,,1662043038,,AAL2454 ,,,KTMB,,737-823,B738,N936AN
acfc00,1661993093.0,,1661993827,,AAL959  ,,,MPTO,,737-823,B738,N936AN
ae1172,1662063368.0,,1662066805,,ELVIS51 ,,,KTYS,,C-17A Globemaster III,C17,02-1100
ae1172,1662049584.0,,1662052578,,ELVIS51 ,,,,,C-17A Globemaster III,C17,02-1100
ae10ea,1661997619.0,,1662000957,,2004    ,,,PANC,,HC-130J Hercules,C30J,2004
ae2063,1662044711.0,,1662046140,,1472340 ,AL37,,K79J,,,,
ae1f39,1662056851.0,,1662060918,,EPIC42  ,KSWF,,KSWF,,UH-72A Lakota,EC45,07-72042
ae1f39,1662054196.0,,1662055518,,EPIC42  ,KSWF,,KSWF,,UH-72A Lakota,EC45,07-72042
ae1f39,1662049591.0,,1662051005,,EPIC42  ,KSWF,,KSWF,,UH-72A Lakota,EC45,07-72042
ae1f39,1662044735.0,,1662047513,,EPIC42  ,KSWF,,KSWF,,UH-72A Lakota,EC45,07-72042
ae54ea,1662055435.0,,1662058723,,RNGR834 ,,,KRKP,,,,
ae5a4c,1662036413.0,,1662038436,,TOTES57 ,AL37,,K04A,,,,
ae5d6b,1662037175.0,1662037215.0,1662044722,,R20866  ,EPGD,EPGD,EPPW,EPPW,,,
ae5d6b,1662027621.0,,1662031883,1662031870.0,R20866  ,EPPW,EPPW,EPGD,EPGD,,,
ae6d7d,1662044181.0,,1662061740,,KING04  ,KMGE,,KDMA,,,,
adb58a,1662073450.0,,1662075132,,N9824V  ,KOLM,,KOLM,,172M,,N9824V
adb58a,1662065912.0,,1662068332,,N9824V  ,WN36,,KOLM,,172M,,N9824V
adb58a,1661992617.0,,1661993985,,N9824V  ,KPLU,,KOLM,,172M,,N9824V
add819,1661990410.0,,1661991448,,FTH991  ,,,FL36,,750,,N991TX
adcc95,1662053916.0,,1662056604,,N989AB  ,,,KATL,,550,,N989AB
adcc95,1662045236.0,,1662048784,,N989AB  ,KBNA,,FA55,,550,,N989AB
adfeda,1661992929.0,,1661997405,,PAT723  ,KADW,,KALB,,C-12T2 Huron,BE20,86-60084
c0054a,1662069063.0,,1662070607,,CFCAB   ,CYPK,,CYPK,,767 375ER,B763,C-FCAB
c0175a,1662032000.0,1662031958.0,1662058642,1662058158.0,ACA873  ,LFPG,LFPG,CYYZ,CYYZ,777-333ER (Boeing),B77W,C-FIVX
c0175a,1661998792.0,1661998793.0,1662020639,1662020637.0,ACA870  ,CYUL,CYUL,LFPG,LFPG,777-333ER (Boeing),B77W,C-FIVX
c0200d,1662064814.0,,1662067496,,CFMDO   ,CYOO,,CYOO,,MU-2B-40 (Mitsubishi),P46T,C-FMDO
c021a4,1661990403.0,,1661991377,,CFMTF   ,,,CYBW,,172S (Cessna),,C-FMTF
c0256e,1662061135.0,,1662063559,,WEN3387 ,,,CYYC,,DHC-8-402 (Dehavilland),DH8D,C-FOEN
c0256e,1662052151.0,,1662054209,,WEN3387 ,CYYC,,,,DHC-8-402 (Dehavilland),DH8D,C-FOEN
c0256e,1662043817.0,,1662046133,,WEN3395 ,CYEG,,CYYC,,DHC-8-402 (Dehavilland),DH8D,C-FOEN
c0256e,1662037843.0,,1662039596,,WEN3395 ,CYYC,,CFQ7,,DHC-8-402 (Dehavilland),DH8D,C-FOEN
c0256e,1662006187.0,,1662008060,,,CYEG,,CYYC,,DHC-8-402 (Dehavilland),DH8D,C-FOEN
c01dcb,1662052582.0,,1662065983,,FLE102  ,CYYZ,,CFQ7,,Boeing 737 MAX 8,B38M,C-FLHI
c01dcb,1662040380.0,,1662045687,,FLE171  ,KBNA,,CYYZ,,Boeing 737 MAX 8,B38M,C-FLHI
c01dcb,1662029548.0,,1662035682,,FLE170  ,CYYZ,,KBNA,,Boeing 737 MAX 8,B38M,C-FLHI
c035f6,1662038145.0,,1662049646,,DAT501  ,CYEG,,CYYZ,,Boeing 737 MAX 8,B38M,C-FULH
c035f6,1662003697.0,,1662017541,,DAT502  ,CYYZ,,CYEG,,Boeing 737 MAX 8,B38M,C-FULH
c035f6,1661990445.0,,1661997463,,DAT502  ,,,CYYZ,,Boeing 737 MAX 8,B38M,C-FULH
c02e65,1662065459.0,,1662067139,,CFROU   ,CLV2,,CPR3,,PA-28-140 (Piper),,C-FROU
c055d6,1662052582.0,,1662055829,,JZA2    ,CYTZ,,CYUL,,DHC-8-402 (Dehavilland),DH8D,C-GGND
c055d6,1662037656.0,,1662041329,,JZA2    ,CYUL,,CYTZ,,DHC-8-402 (Dehavilland),DH8D,C-GGND
c055d6,1662030360.0,,1662032035,,JZA2    ,CYOW,,CYUL,,DHC-8-402 (Dehavilland),DH8D,C-GGND
c055d6,1661994729.0,,1661997089,,JZA7714 ,CYTZ,,CYOW,,DHC-8-402 (Dehavilland),DH8D,C-GGND
c055d6,1661990403.0,,1661991225,,JZA7973 ,,,CYTZ,,DHC-8-402 (Dehavilland),DH8D,C-GGND
c059d2,1662036414.0,,1662042474,,CJT918  ,CYWG,,CFQ7,,757-28A (Boeing),B752,C-GIAJ
c059d2,1662025716.0,,1662033170,,CJT918  ,,,CYWG,,757-28A (Boeing),B752,C-GIAJ
c059d2,1661993002.0,,1662004275,,CJT920  ,CYYC,,KCVG,,757-28A (Boeing),B752,C-GIAJ
c04fbb,1662032694.0,,1662060985,,ACA2095 ,LIMC,,CYUL,,A330-343,A333,C-GEFA
c04fbb,1661996945.0,,1662021869,,ACA2094 ,CYUL,,LIMC,,A330-343,A333,C-GEFA
c04fff,1662058025.0,,1662072998,,ACA990  ,,,CYYZ,,737-8 MAX,B38M,C-GEHQ
c04fff,1662035582.0,,1662051267,,ACA991  ,CYYZ,,,,737-8 MAX,B38M,C-GEHQ
c04fff,1661990406.0,,1662001949,,ACA788  ,,,CYYZ,,737-8 MAX,B38M,C-GEHQ
c0664f,1662045069.0,,1662046828,,CGMTI   ,,,CYYZ,,525A (Cessna),C525,C-GMTI
c05eac,1662048254.0,,1662060237,,ACA136  ,CYYC,,CYYZ,,A321-211 (Airbus),A321,C-GJWD
c05eac,1662028712.0,,1662042205,,ACA133  ,CYYZ,,CYYC,,A321-211 (Airbus),A321,C-GJWD
c05eac,1661995894.0,,1662010257,,ACA124  ,CYVR,,CYYZ,,A321-211 (Airbus),A321,C-GJWD
c06d48,1662051683.0,,1662059339,,JZA648  ,KSFO,,CYYC,,CL-600-2D24 (Series 900) (Bombardier),CRJ9,C-GPJZ
c06d48,1662038024.0,,1662047598,,JZA563  ,CYEG,,KSFO,,CL-600-2D24 (Series 900) (Bombardier),CRJ9,C-GPJZ
c06d48,1661993937.0,,1662002248,,JZA564  ,KSFO,,CYEG,,CL-600-2D24 (Series 900) (Bombardier),CRJ9,C-GPJZ
c8208d,1662002003.0,,1662005795,,ZKNAH   ,NZPN,,NZPN,,Piper PA-44-180,PA44,ZK-NAH
e0a445,1662057789.0,,1662059542,,JES3501 ,,,SABE,,Airbus A320-232,A320,LV-JQE
e0a445,1662044602.0,,1662046107,,JES3500 ,SABE,,,,Airbus A320-232,A320,LV-JQE
e0a445,1662026859.0,,1662028599,,JES3240 ,SABE,,,,Airbus A320-232,A320,LV-JQE
e0a445,1661992181.0,,1661993380,,JES3243 ,,,SABE,,Airbus A320-232,A320,LV-JQE
e4840d,1662072545.0,,1662074891,,PRBBD   ,SBRJ,,SBSP,,G200,G200,PR-BBD
e4840d,1662069190.0,,1662069949,,PRBBD   ,,,SBRJ,,G200,G200,PR-BBD
e4973e,1662072132.0,,1662073686,,PPAHM   ,SBMT,,SDAI,,Beech B200GT Super King Air,BE20,PP-AHM
e48f02,1662061362.0,,1662064438,,GLO1017 ,SBVT,,SBRJ,,737NG 8EH/W,B738,PR-GXP
e48f02,1662055159.0,,1662057875,,GLO2016 ,SBRJ,,SBVT,,737NG 8EH/W,B738,PR-GXP
e48f02,1662042832.0,,1662047390,,GLO2065 ,SBBR,,SBGL,,737NG 8EH/W,B738,PR-GXP
e48f02,1662032600.0,,1662037809,,GLO2064 ,SBRJ,,SBBR,,737NG 8EH/W,B738,PR-GXP
e48f02,1662024295.0,,1662028648,,GLO2001 ,,,SBRJ,,737NG 8EH/W,B738,PR-GXP
e48f02,1661992819.0,,1661999099,,GLO1927 ,SBBR,,,,737NG 8EH/W,B738,PR-GXP
e8404d,1662066990.0,,1662068623,,GLG8383 ,,,SEMY,,A320 214,A320,HC-CJV
e8404d,1662045240.0,,1662046994,,GLG8384 ,,,,,A320 214,A320,HC-CJV
e8404d,1662037875.0,,1662039467,,GLG8385 ,,,SEMY,,A320 214,A320,HC-CJV
0200eb,1662056495.0,1662056553.0,1662065807,1662065806.0,RAM715Z ,LFMN,LFMN,GMMN,GMMN,737NG 86N/W,B738,CN-RGF
0200eb,1662043963.0,,1662051808,,RAM714T ,GMMN,,LFMN,,737NG 86N/W,B738,CN-RGF
0200eb,1662033993.0,,1662035477,,RAM422A ,,,GMMN,,737NG 86N/W,B738,CN-RGF
0200eb,1662026433.0,,1662027804,,RAM423A ,GMMN,,,,737NG 86N/W,B738,CN-RGF
0200eb,1662016727.0,,1662017879,,RAM402D ,,,GMMN,,737NG 86N/W,B738,CN-RGF
038257,1661992654.0,,1662046735,,VRE700  ,FAOR,,GOBD,,Airbus A320-251N,A20N,TU-TSX
02a18e,1662066842.0,,1662069386,,TAR928  ,,,LFML,,A319 114,A319,TS-IMO
02a18e,1662053259.0,1662053261.0,1662056835,,TAR701  ,LSGG,LSGG,,DTTA,A319 114,A319,TS-IMO
02a18e,1662044736.0,,1662049113,1662049112.0,TAR700  ,,DTTA,LSGG,LSGG,A319 114,A319,TS-IMO
02a18e,1662030170.0,1662030173.0,1662033815,,TAR757  ,LIMC,LIMC,,DTTA,A319 114,A319,TS-IMO
02a18e,1662019096.0,,1662022969,1662022968.0,TAR756  ,,DTTA,LIMC,LIMC,A319 114,A319,TS-IMO
040171,1662070244.0,,1662073272,,ETH432  ,,,OTHH,,A350-941,A359,ET-AWN
040171,1661994682.0,,1661996388,,ETH407  ,,,,,A350-941,A359,ET-AWN
1506a6,1662027903.0,,1662033142,,KZN9415 ,,,UUWW,,Challenger 605,CL65,RA-67238
152063,1662058478.0,,1662066499,,SVR348  ,,,,,,,
152063,1662038892.0,,1662048804,,SVR683  ,UUDD,,,,,,
152063,1662022812.0,,1662030673,,SVR274  ,USSK,,UUDD,,,,
152063,1662009888.0,,1662012310,,SVR2956 ,,,USSK,,,,
152063,1661990405.0,,1661992797,,SVR2955 ,USSK,,,,,,
151e18,1662049953.0,,1662059818,,PBD123  ,UUWW,,,,Boeing 737-8LJ,B738,RA-73240
151e18,1662024150.0,,1662034151,,PBD174  ,,,UUWW,,Boeing 737-8LJ,B738,RA-73240
151e18,1662008753.0,,1662018662,,PBD173  ,UUWW,,,,Boeing 737-8LJ,B738,RA-73240
151e18,1661990404.0,,1661999110,,PBD472  ,,,UUWW,,Boeing 737-8LJ,B738,RA-73240
155be3,1661990544.0,,1661992168,,SDM6732 ,,,,,Superjet 100 95 B,SU95,RA-89059
0bc000,1662061684.0,,1662062916,,J8JET   ,TBPB,,TVSM,,Citation CJ3,C25B,J8-JET
0bc000,1662051612.0,,1662052856,,J8JET   ,,,TBPB,,Citation CJ3,C25B,J8-JET
0bc000,1662049706.0,,1662050369,,J8JET   ,,,TVSB,,Citation CJ3,C25B,J8-JET
0bc000,1662046520.0,,1662048226,,J8JET   ,,,,,Citation CJ3,C25B,J8-JET
0bc000,1662042243.0,,1662043041,,J8JET   ,,,,,Citation CJ3,C25B,J8-JET
300189,1662036411.0,1662036380.0,1662041007,1662041006.0,NOS4329 ,LEPA,LEPA,LIMC,LIMC,737NG 86N/W,B738,I-NEOT
300189,1662027489.0,1662027491.0,1662032004,1662032016.0,NOS4328 ,LIMC,LIMC,LEPA,LEPA,737NG 86N/W,B738,I-NEOT
300189,1662007507.0,,1662010558,,NOS3813 ,LIRF,,LIMC,,737NG 86N/W,B738,I-NEOT
300189,1661994412.0,,1662003294,,NOS3813 ,,,LIRF,,737NG 86N/W,B738,I-NEOT
31de88,1662050473.0,,1662052338,,ID525   ,,,LIPL,,Flight Design Supralight,FDCT,I-D525
31de88,1662037578.0,,1662038758,,ID525   ,,,LIPL,,Flight Design Supralight,FDCT,I-D525
31de88,1662036021.0,,1662036798,,ID525   ,,,LIPL,,Flight Design Supralight,FDCT,I-D525
31de88,1662032196.0,,1662033376,,ID525   ,,,LIPL,,Flight Design Supralight,FDCT,I-D525
31de88,1662019563.0,,1662021281,,ID525   ,,,LIPL,,Flight Design Supralight,FDCT,I-D525
31de88,1662015339.0,,1662017085,,ID525   ,,,LILH,,Flight Design Supralight,FDCT,I-D525
343694,1662063750.0,,1662066514,,ANE26CK ,LPPR,,LEMD,,CRJ 1000 NG,CRJX,EC-LKF
343694,1662057813.0,,1662060858,,ANE73WH ,LEMD,,LPPR,,CRJ 1000 NG,CRJX,EC-LKF
343694,1662050210.0,,1662052159,,ANE72GK ,,,LEMD,,CRJ 1000 NG,CRJX,EC-LKF
343694,1662044755.0,1662044756.0,1662045520,,ANE8876 ,LEMD,LEMD,,LEVC,CRJ 1000 NG,CRJX,EC-LKF
343694,1662032430.0,,1662036328,,ANE32ZP ,,,LEMD,,CRJ 1000 NG,CRJX,EC-LKF
343694,1662026213.0,,1662029443,,ANE99SW ,LEMD,,GMTT,,CRJ 1000 NG,CRJX,EC-LKF
343694,1662017925.0,1662017930.0,1662021519,1662021518.0,ANE32PQ ,LFBO,LFBO,LEMD,LEMD,CRJ 1000 NG,CRJX,EC-LKF
343694,1662012008.0,1662012025.0,1662014898,1662014897.0,ANE46DN ,LEMD,LEMD,LFBO,LFBO,CRJ 1000 NG,CRJX,EC-LKF
345553,1662038619.0,,1662040577,,FSM749  ,LEFM,,LECU,,Cessna 172N Skyhawk II,C172,EC-GLF
345553,1662029553.0,,1662031033,,FSM739  ,LECU,,LEFM,,Cessna 172N Skyhawk II,C172,EC-GLF
345597,1662062024.0,,1662066167,,ANE72DK ,LEMD,,LFML,,CRJ-1000,CRJX,EC-MSL
345597,1662052563.0,,1662057431,,ANE79WY ,LFML,,LEMD,,CRJ-1000,CRJX,EC-MSL
345597,1662044540.0,1662044541.0,1662048766,1662048826.0,ANE15TN ,LEMD,LEMD,LFML,LFML,CRJ-1000,CRJX,EC-MSL
345597,1662032702.0,,1662035781,,ANE8913 ,LEVX,,LEMD,,CRJ-1000,CRJX,EC-MSL
345597,1662026562.0,1662026565.0,1662029864,1662029863.0,ANE8912 ,LEMD,LEMD,LEVX,LEVX,CRJ-1000,CRJX,EC-MSL
345597,1662018370.0,,1662021488,,ANE80DJ ,LPPR,,LEMD,,CRJ-1000,CRJX,EC-MSL
345597,1662011353.0,,1662014139,,ANE8772 ,LEMD,,LPPR,,CRJ-1000,CRJX,EC-MSL
347258,1662057006.0,1662056940.0,1662064705,,VOE23GB ,LFML,LFML,,LGIR,,,
347258,1662046970.0,,1662052122,,VOE2659 ,,,LFML,,,,
347258,1662036355.0,1662036256.0,1662041171,,VOE2658 ,LFML,LFML,DA14,DAOO,,,
347258,1662030900.0,,1662032849,1662033030.0,VOE2743 ,,LIEE,LFML,LFML,,,
347258,1662022315.0,1662022280.0,1662024588,,VOE27VC ,LFML,LFML,,LIEE,,,
347258,1662015052.0,,1662018492,1662018655.0,VOE2643 ,,DABC,LFML,LFML,,,
347258,1662004234.0,1662004200.0,1662007309,,VOE2642 ,LFML,LFML,,DABC,,,
3571cf,1662061350.0,,1662065174,,MRL22   ,LELC,,LELC,,Pilatus PC-21,PC21,E.27-15
3571cf,1662047553.0,,1662052455,,MRL13   ,LELC,,LELC,,Pilatus PC-21,PC21,E.27-15
392af0,1662059094.0,,1662068693,,AFR98TM ,LFPG,,,,A320 214,A320,F-GKXQ
